"country","year","gdp_growth","gdp_nominal","gdp_per_capita_nominal","gdp_ppp","gdp_per_capita_ppp","gdp_ppp_share"
"QAT",1984,16,5.708,17496.536,16.634,50988.546,0.091
"QAT",1985,-13,5.339,15495.701,14.924,43310.308,0.077
"QAT",1986,3.7,4.214,11644.458,15.788,43625.703,0.077
"QAT",1987,0.9,4.441,11773.23,16.325,43280.393,0.075
"QAT",1988,4.7,4.26,10853.896,17.695,45084.861,0.075
"QAT",1989,5.3,4.502,11039.938,19.364,47485.915,0.076
"QAT",1990,-14.6,6.266,13150.172,17.147,35983.12,0.063
"QAT",1991,-1.5,5.579,11500.519,17.456,35983.03,0.06
"QAT",1992,10.4,6.384,13038.976,19.715,40267.888,0.06
"QAT",1993,-0.9,5.804,11797.162,20.003,40656.593,0.058
"QAT",1994,1.9,5.946,12009.396,20.824,42060.005,0.058
"QAT",1995,0.4,6.861,13689.653,21.337,42576.485,0.056
"QAT",1996,4.2,7.761,15143.479,22.647,44191.288,0.056
"QAT",1997,27.7,9.976,18841.6,29.429,55580.37,0.069
"QAT",1998,10.3,8.488,15421.783,32.811,59617.169,0.074
"QAT",1999,3.8,11.266,19689.651,34.529,60349.401,0.074
"QAT",2000,6.9,18.085,30461.311,37.764,63608.654,0.076
"QAT",2001,4.5,17.498,28600.029,40.352,65955.012,0.077
"QAT",2002,6.9,19.334,30701.131,43.796,69544.851,0.08
"QAT",2003,4,23.716,35919.758,46.441,70339.419,0.08
"QAT",2004,19.2,30.651,42548.115,56.858,78926.978,0.091
"QAT",2005,7.8,44.636,54357.783,63.21,76976.46,0.094
"QAT",2006,28.1,58.629,60591.776,83.458,86251.919,0.115
"QAT",2007,18.2,75.987,65934.266,101.311,87908.876,0.129
"QAT",2008,17.5,112.621,72484.634,121.328,78088.307,0.147
"QAT",2009,13.1,88.196,53822.909,138.023,84230.748,0.167
"QAT",2010,17.7,119.707,69796.138,164.491,95907.689,0.188
"QAT",2011,11.3,167.775,96827.857,186.86,107842.25,0.201
"QAT",2012,4.7,186.834,101933.117,199.343,108757.812,0.204
"QAT",2013,5.6,198.728,99180.39,214,106802.179,0.209
"QAT",2014,5.3,206.225,93054.141,229.341,103484.86,0.213
"QAT",2015,4.8,161.74,66346.911,242.472,99463.85,0.216
"QAT",2016,3.1,151.732,57965.377,252.276,96375.658,0.215
"QAT",2017,-1.5,161.099,59127.513,252.949,92838.573,0.204
"QAT",2018,1.2,183.335,66421.617,283.965,102879.592,0.216
"QAT",2019,0.7,176.371,63007.696,283.662,101336.79,0.203
"QAT",2020,-3.6,144.411,50962.499,229.537,81003.34,0.165
"QAT",2021,1.6,179.732,65400.854,292.655,106491.281,0.188
"QAT",2022,4.2,235.709,80385.391,326.641,111396.216,0.19
"QAT",2023,1.2,213.003,69540.54,342.412,111789.459,0.186
"QAT",2024,1.5,221.406,71568.394,355.999,115074.541,0.183
"QAT",2025,1.9,226.217,72759.508,369.242,118761.722,0.181
"QAT",2026,5.8,242.135,77491.977,397.925,127350.441,0.185
"QAT",2027,7.9,262.192,83493.415,437.162,139211.526,0.194
"QAT",2028,3.5,273.785,86751.316,460.864,146029.177,0.194
"QAT",2029,1.6,281.832,88856.801,476.675,150287.476,0.192
"SAU",1980,5.8,164.54,19543.4,313.467,37232.399,2.367
"SAU",1981,3,184.292,20846.201,353.359,39970.306,2.389
"SAU",1982,-16.1,153.24,16507.688,314.754,33906.593,1.994
"SAU",1983,-11,129.181,13252.641,291.122,29866.184,1.731
"SAU",1984,-4,119.631,11688.011,289.541,28288.352,1.59
"SAU",1985,-7.2,103.894,9666.717,277.156,25787.71,1.424
"SAU",1986,1,86.886,7698.924,285.586,25305.677,1.393
"SAU",1987,-3.1,85.582,7221.944,283.494,23923.058,1.299
"SAU",1988,6.6,88.138,7083.177,312.863,25143.11,1.327
"SAU",1989,0.4,95.217,7287.351,326.482,24987.068,1.286
"SAU",1990,9.4,117.474,8562.256,370.626,27013.704,1.355
"SAU",1991,8.2,132.047,9143.234,414.661,28712.114,1.434
"SAU",1992,4.6,136.905,9242.65,443.538,29943.808,1.346
"SAU",1993,0.4,132.79,8740.725,455.775,30000.696,1.327
"SAU",1994,1,134.995,8663.672,469.944,30160.002,1.302
"SAU",1995,0.3,143.152,8957.496,481.291,30116.05,1.26
"SAU",1996,3.3,158.451,9666.949,506.3,30888.881,1.255
"SAU",1997,2.6,165.742,9858.984,528.665,31447.027,1.238
"SAU",1998,2.8,146.776,8512.519,549.596,31874.812,1.24
"SAU",1999,-0.6,161.717,9144.592,553.843,31318.053,1.191
"SAU",2000,4.7,189.515,10448.562,593.112,32700.131,1.186
"SAU",2001,0.3,184.138,9898.29,608.556,32712.84,1.162
"SAU",2002,-0.7,189.606,9937.43,613.759,32167.707,1.124
"SAU",2003,8.8,215.808,11027.928,680.757,34787.183,1.179
"SAU",2004,8.6,258.742,12891.345,759.398,37835.619,1.219
"SAU",2005,5.9,328.205,15943.431,829.772,40308.352,1.234
"SAU",2006,3.3,376.398,17827.397,883.704,41855.019,1.213
"SAU",2007,2.2,415.687,19196.07,927.737,42842.075,1.178
"SAU",2008,6.2,519.797,23403.651,1004.597,45231.6,1.218
"SAU",2009,-1.1,429.098,18836.967,1000.01,43899.458,1.213
"SAU",2010,5,528.207,22028.379,1063.172,44338.597,1.213
"SAU",2011,11,676.635,26966.305,1204.402,47999.712,1.297
"SAU",2012,5.4,741.85,28348.563,1293.186,49416.971,1.325
"SAU",2013,2.5,753.864,27290.188,1348.533,48817.433,1.316
"SAU",2014,3.8,766.606,27079.673,1424.314,50312.646,1.321
"SAU",2015,4.5,669.485,22453.58,1502.352,50386.795,1.336
"SAU",2016,1.9,666,21515.651,1545.208,49919.184,1.319
"SAU",2017,0.9,714.994,23081.196,1587.211,51237.778,1.283
"SAU",2018,3.2,846.584,28036.026,1712.131,56700.065,1.301
"SAU",2019,1.1,838.565,27892.842,1689.231,56188.195,1.211
"SAU",2020,-3.6,734.271,23271.404,1433.572,45434.472,1.03
"SAU",2021,5.1,874.157,28396.104,1716.792,55768.27,1.104
"SAU",2022,7.5,1108.571,34454.196,1976.87,61440.746,1.148
"SAU",2023,-0.8,1067.583,32529.678,2032.55,61932.611,1.103
"SAU",2024,1.5,1100.706,32881.339,2112.88,63117.954,1.086
"SAU",2025,4.6,1136.58,33287.244,2249.607,65884.713,1.1
"SAU",2026,4.4,1199.156,34431.287,2391.192,68658.173,1.112
"SAU",2027,3.6,1262.326,35534.399,2522.165,70998.794,1.117
"SAU",2028,3.5,1332.093,36763.093,2657.538,73342.686,1.121
"SAU",2029,3.5,1409.058,38124.665,2801,75786.24,1.126
"SOM",2011,NA,5.022,NA,18.994,NA,0.02
"SOM",2012,1.2,5.183,437.51,19.58,1652.846,0.02
"SOM",2013,5.7,5.869,481.924,21.04,1727.66,0.021
"SOM",2014,2.7,6.443,514.688,21.994,1756.849,0.02
"SOM",2015,4.6,6.841,531.556,23.217,1804.017,0.021
"SOM",2016,-1.3,7.391,558.643,23.139,1748.975,0.02
"SOM",2017,9.5,8.252,606.778,25.791,1896.331,0.021
"SOM",2018,1.4,7.873,563.115,23.975,1714.804,0.018
"SOM",2019,2.8,8.655,602.186,24.817,1726.714,0.018
"SOM",2020,-2.8,8.628,583.956,24.215,1638.928,0.017
"SOM",2021,3.5,9.484,624.408,24.05,1583.397,0.015
"SOM",2022,2.7,10.203,653.449,26.467,1695.081,0.015
"SOM",2023,4.2,10.969,683.343,28.576,1780.276,0.016
"SOM",2024,4,12.729,771.447,30.429,1844.086,0.016
"SOM",2025,4,13.887,818.653,32.221,1899.506,0.016
"SOM",2026,4.1,15.054,863.287,34.164,1959.223,0.016
"SOM",2027,4.1,16.265,907.365,36.218,2020.453,0.016
"SOM",2028,4.3,17.533,951.434,38.468,2087.506,0.016
"SOM",2029,4.5,18.997,1002.79,40.937,2160.943,0.016
"SDN",1980,2.5,9.095,486.908,20.603,1102.935,0.156
"SDN",1981,6.3,6.53,339.389,23.977,1246.228,0.162
"SDN",1982,4.1,4.748,239.807,26.51,1338.877,0.168
"SDN",1983,-1.5,6.485,318.513,27.132,1332.607,0.161
"SDN",1984,-5.6,7.992,375.019,26.529,1244.842,0.146
"SDN",1985,-0.6,5.547,253.184,27.197,1241.443,0.14
"SDN",1986,9.9,7.4,328.588,30.501,1354.317,0.149
"SDN",1987,6.5,11.964,516.781,33.276,1437.316,0.153
"SDN",1988,4.3,9.551,404.705,35.929,1522.4,0.152
"SDN",1989,1.4,16.853,696.391,37.869,1564.827,0.149
"SDN",1990,0.8,2.245,87.197,39.615,1538.454,0.145
"SDN",1991,7,2.528,95.292,43.832,1652.168,0.152
"SDN",1992,5.5,3.1,113.476,47.315,1731.89,0.144
"SDN",1993,2.8,5.246,186.506,49.769,1769.245,0.145
"SDN",1994,3.5,5.961,205.922,52.618,1817.546,0.146
"SDN",1995,8.9,6.694,239.507,58.481,2092.342,0.153
"SDN",1996,5.5,8.377,292.909,62.806,2196.02,0.156
"SDN",1997,6.1,10.241,350.723,67.759,2320.522,0.159
"SDN",1998,8.2,10.924,366.582,74.168,2488.862,0.167
"SDN",1999,4.2,10.714,352.442,78.403,2579.053,0.169
"SDN",2000,8.4,13.134,422.316,86.902,2794.279,0.174
"SDN",2001,10.9,15.716,492.676,98.515,3088.257,0.188
"SDN",2002,5.9,18.137,554.652,105.99,3241.297,0.194
"SDN",2003,6.3,21.355,635.575,114.88,3419.049,0.199
"SDN",2004,5.1,26.646,772.939,124.028,3597.764,0.199
"SDN",2005,5.6,35.183,996.677,135.143,3828.4,0.201
"SDN",2006,6.5,45.264,1249.767,148.409,4097.683,0.204
"SDN",2007,5.7,59.44,1599.596,161.172,4337.296,0.205
"SDN",2008,3.8,64.833,1700.513,170.596,4474.57,0.207
"SDN",2009,-2.8,54.812,1401.244,166.897,4266.628,0.202
"SDN",2010,3.9,65.716,1637.419,175.443,4371.443,0.2
"SDN",2011,-3.2,66.448,2034.461,173.309,5306.243,0.187
"SDN",2012,-17,48.948,1396.292,146.516,4179.547,0.15
"SDN",2013,2,52.892,1462.582,151.923,4200.981,0.148
"SDN",2014,4.7,60.726,1628.497,161.774,4338.349,0.15
"SDN",2015,4.9,64.534,1679.025,171.286,4456.487,0.152
"SDN",2016,4.7,64.888,1638.638,181.041,4571.885,0.155
"SDN",2017,0.8,48.906,1199.177,185.698,4553.347,0.15
"SDN",2018,-2.3,33.59,800.064,192.299,4580.248,0.146
"SDN",2019,-2.5,31.484,728.42,183.587,4247.575,0.132
"SDN",2020,-3.6,35.241,794.696,197.55,4454.8,0.142
"SDN",2021,0.5,35.148,772.509,171.131,3761.245,0.11
"SDN",2022,-2.5,33.52,718.049,178.748,3829.108,0.104
"SDN",2023,-18.3,38.109,795.679,151.256,3158.077,0.082
"SDN",2024,-20.3,29.793,606.289,123.481,2512.814,0.063
"SDN",2025,8.3,29.994,594.903,136.165,2700.716,0.067
"SDN",2026,13.5,35.916,694.315,157.359,3041.997,0.073
"SDN",2027,6.9,39.173,738.09,171.374,3228.963,0.076
"SDN",2028,5.7,42.264,776.146,184.462,3387.492,0.078
"SDN",2029,4.5,45.095,807.142,196.295,3513.442,0.079
"SYR",1980,10.5,12.98,1421.836,18.923,2072.834,0.143
"SYR",1981,8.5,16.652,1763.344,22.466,2378.938,0.152
"SYR",1982,2.6,17.415,1784.577,24.47,2507.588,0.155
"SYR",1983,1.6,18.649,1849.427,25.836,2562.195,0.154
"SYR",1984,-6.5,19.171,1839.915,25.029,2402.177,0.137
"SYR",1985,7.3,21.177,1965.139,27.705,2570.925,0.142
"SYR",1986,-4.8,25.428,2284.039,26.918,2417.881,0.131
"SYR",1987,1.3,32.497,2823.157,27.931,2426.469,0.128
"SYR",1988,12.7,16.538,1389.823,32.594,2739.199,0.138
"SYR",1989,-6.1,9.849,800.859,31.817,2587.213,0.125
"SYR",1990,10.4,12.303,967.145,36.426,2863.504,0.133
"SYR",1991,10.7,12.738,972.175,41.698,3182.508,0.144
"SYR",1992,13.2,13.263,983.575,48.298,3581.75,0.147
"SYR",1993,7.4,13.796,995.061,53.105,3830.209,0.155
"SYR",1994,5.5,15.105,1060.707,57.241,4019.565,0.159
"SYR",1995,5.4,16.556,1133.162,61.61,4216.895,0.161
"SYR",1996,3,17.761,1186.162,64.599,4314.283,0.16
"SYR",1997,-1.1,16.573,1080.812,64.997,4238.804,0.152
"SYR",1998,5.6,16.144,1028.169,69.378,4418.468,0.157
"SYR",1999,-3.1,16.785,1043.174,68.163,4236.195,0.147
"SYR",2000,2.3,19.861,1202.891,71.307,4318.787,0.143
"SYR",2001,3.7,20.979,1236.897,75.596,4457.101,0.144
"SYR",2002,5.9,22.758,1305.087,81.297,4662.01,0.149
"SYR",2003,-2,21.702,1208.885,81.214,4523.967,0.141
"SYR",2004,6.9,25.204,1361.499,89.154,4816.097,0.143
"SYR",2005,6.2,28.881,1510.392,97.665,5107.609,0.145
"SYR",2006,5,33.824,1726.028,105.757,5396.814,0.145
"SYR",2007,5.7,40.488,2016.052,114.786,5715.679,0.146
"SYR",2008,4.5,52.631,2557.211,122.235,5939.128,0.148
"SYR",2009,5.9,53.939,2557.267,130.26,6175.748,0.158
"SYR",2010,3.4,60.043,2806.685,136.379,6374.969,0.156
"TUN",1980,7.4,9.566,1482.823,13.337,2067.356,0.101
"TUN",1981,5.5,9.223,1390.414,15.405,2322.487,0.104
"TUN",1982,-0.5,8.9,1309.899,16.279,2395.774,0.103
"TUN",1983,4.7,9.202,1322.84,17.707,2545.434,0.105
"TUN",1984,5.7,9.054,1286.6,19.397,2756.435,0.107
"TUN",1985,5.7,9.245,1271.845,21.145,2908.801,0.109
"TUN",1986,-1.5,9.91,1312.226,21.257,2814.777,0.104
"TUN",1987,6.7,10.663,1382.408,23.244,3013.375,0.107
"TUN",1988,0.1,11.073,1411.506,24.08,3069.631,0.102
"TUN",1989,2.6,11.069,1386.015,25.67,3214.372,0.101
"TUN",1990,7.1,14.133,1716.723,28.515,3463.562,0.104
"TUN",1991,4.1,14.897,1769.744,30.699,3646.996,0.106
"TUN",1992,8,17.809,2070.007,33.914,3941.955,0.103
"TUN",1993,2.5,16.724,1903.681,35.577,4049.826,0.104
"TUN",1994,3.6,17.886,1997,37.655,4204.186,0.104
"TUN",1995,2.7,20.616,2261.968,39.472,4330.891,0.103
"TUN",1996,6.9,22.324,2411.883,42.95,4640.161,0.106
"TUN",1997,5.7,21.762,2318.983,46.191,4922.284,0.108
"TUN",1998,5,22.87,2407.491,49.029,5161.264,0.111
"TUN",1999,6,24.066,2505.878,52.715,5488.956,0.113
"TUN",2000,4.3,22.524,2322.277,56.227,5797.046,0.112
"TUN",2001,3.8,23.146,2365.245,59.675,6098.212,0.114
"TUN",2002,1.3,24.274,2460.779,61.404,6224.871,0.112
"TUN",2003,4.7,28.797,2897.197,65.561,6595.876,0.114
"TUN",2004,6.2,32.71,3265.224,71.522,7139.624,0.115
"TUN",2005,3.5,33.851,3350.785,76.337,7556.217,0.114
"TUN",2006,5.2,36.059,3536.507,82.817,8122.419,0.114
"TUN",2007,6.7,40.819,3963.791,90.768,8814.086,0.115
"TUN",2008,4.2,47.039,4519.745,96.437,9266.295,0.117
"TUN",2009,3,45.593,4333.153,99.985,9502.653,0.121
"TUN",2010,3.5,46.21,4343.057,104.754,9845.35,0.119
"TUN",2011,-2,48.122,4471.694,104.727,9731.668,0.113
"TUN",2012,4.2,47.311,4345.815,111.175,10212.049,0.114
"TUN",2013,2.4,48.681,4419.705,115.815,10514.707,0.113
"TUN",2014,3.1,50.273,4511.282,121.473,10900.432,0.113
"TUN",2015,1,45.779,4060.695,123.787,10980.21,0.11
"TUN",2016,1.1,44.36,3890.127,126.36,11081.035,0.108
"TUN",2017,2.3,42.167,3656.508,131.52,11404.656,0.106
"TUN",2018,2.6,42.687,3661.194,139.32,11949.406,0.106
"TUN",2019,1.6,41.905,3556.377,148.377,12592.25,0.106
"TUN",2020,-9,42.494,3569.972,142.71,11989.274,0.103
"TUN",2021,4.7,46.813,3895.114,149.106,12406.364,0.096
"TUN",2022,2.7,44.596,3676.784,164.008,13521.856,0.095
"TUN",2023,0,48.541,3967.481,169.976,13892.913,0.092
"TUN",2024,1.6,52.636,4266.985,176.873,14338.485,0.091
"TUN",2025,1.6,54.651,4396.179,182.965,14717.78,0.089
"TUN",2026,1.5,56.702,4527.928,189.094,15100.031,0.088
"TUN",2027,1.5,57.232,4538.987,195.364,15494.027,0.087
"TUN",2028,1.3,57.749,4550.534,201.561,15882.606,0.085
"TUN",2029,1.2,58.571,4587.309,207.798,16274.781,0.084
"ARE",1980,-1.8,41.725,41311.881,65.039,64395.473,0.491
"ARE",1981,8,46.461,42237.276,76.906,69914.159,0.52
"ARE",1982,-7.2,43.205,36927.264,75.788,64775.955,0.48
"ARE",1983,-5.2,39.588,32717.479,74.621,61670.487,0.444
"ARE",1984,4.5,39.245,29957.847,80.755,61645.386,0.444
"ARE",1985,-2.5,38.519,27912.523,81.208,58846.561,0.417
"ARE",1986,-19.3,30.526,21198.712,66.881,46444.856,0.326
"ARE",1987,5.3,33.519,22345.786,72.173,48115.409,0.331
"ARE",1988,-2.6,34.069,19032.876,72.758,40647.079,0.309
"ARE",1989,15.7,39.325,21142.453,87.507,47046.864,0.345
"ARE",1990,23.6,50.682,27484.598,112.172,60830.96,0.41
"ARE",1991,2.2,49.3,25577.028,118.49,61473.217,0.41
"ARE",1992,3.1,51.952,25833.806,125,62158.208,0.379
"ARE",1993,0.3,52.144,25033.005,128.298,61593.025,0.374
"ARE",1994,7.4,57.395,25737.492,140.799,63138.357,0.39
"ARE",1995,6.6,63.432,26309.298,153.279,63574.805,0.401
"ARE",1996,5.4,72.853,29821.12,164.513,67340.514,0.408
"ARE",1997,8.6,77.167,29909.645,181.687,70421.325,0.425
"ARE",1998,0.9,75.304,26571.562,185.342,65399.311,0.418
"ARE",1999,3.8,84.42,27833.669,195.163,64346.612,0.42
"ARE",2000,12.3,102.987,34386.178,224.176,74850.186,0.448
"ARE",2001,1.4,103.312,32621.364,232.431,73391.491,0.444
"ARE",2002,2.4,109.816,32790.74,241.787,72196.746,0.443
"ARE",2003,8.8,124.346,35017.316,268.259,75544.597,0.465
"ARE",2004,9.6,147.812,39301.136,301.825,80251.243,0.484
"ARE",2005,4.9,180.616,43983.848,326.403,79485.934,0.486
"ARE",2006,9.8,222.117,44313.566,369.568,73731.065,0.507
"ARE",2007,3.2,257.883,41466.918,391.669,62979.286,0.498
"ARE",2008,3.2,315.464,39073.38,411.956,51024.917,0.5
"ARE",2009,-5.2,253.547,30920.369,392.765,47898.168,0.477
"ARE",2010,5.3,300.189,36324.592,418.542,50646.046,0.477
"ARE",2011,6.2,360.833,42986.879,453.732,54054.23,0.489
"ARE",2012,1.8,384.61,45108.027,470.613,55194.613,0.482
"ARE",2013,5.1,400.219,46207.448,502.819,58053.28,0.491
"ARE",2014,4.2,414.105,47063.628,532.888,60563.412,0.494
"ARE",2015,6.8,370.276,41422.602,574.335,64250.663,0.511
"ARE",2016,5.6,369.255,40483.337,612.038,67100.793,0.523
"ARE",2017,0.7,390.517,41971.753,627.578,67450.491,0.507
"ARE",2018,1.3,427.049,45591.68,701.668,74909.869,0.533
"ARE",2019,1.1,417.99,43981.612,726.239,76416.109,0.521
"ARE",2020,-5,349.473,37648.953,614.384,66188.035,0.442
"ARE",2021,4.4,415.179,43438.527,645.376,67523.155,0.415
"ARE",2022,7.5,502.732,48897.383,743.309,72296.679,0.431
"ARE",2023,3.6,514.13,48140.644,797.923,74713.617,0.433
"ARE",2024,4,545.053,49549.588,849.778,77251.442,0.437
"ARE",2025,5.1,568.567,51294.323,908.925,82000.365,0.445
"ARE",2026,5.1,601.759,53888.87,972.554,87094.382,0.452
"ARE",2027,4.7,636.705,56613.488,1036.667,92176.625,0.459
"ARE",2028,4.4,673.519,59476.918,1101.755,97293.418,0.465
"ARE",2029,4.3,712.688,62519.188,1169.7,102609.653,0.47
"YEM",1990,NA,12.644,963.773,24.199,1844.576,0.088
"YEM",1991,6.3,14.665,1075.877,26.592,1950.837,0.092
"YEM",1992,8.2,17.959,1268.268,29.43,2078.345,0.089
"YEM",1993,4,21.737,1477.991,31.334,2130.533,0.091
"YEM",1994,6.7,28.019,1835.045,34.154,2236.809,0.095
"YEM",1995,5.7,12.796,807.991,36.847,2326.604,0.096
"YEM",1996,4.6,6.496,396.847,39.261,2398.417,0.097
"YEM",1997,5.2,6.838,405.612,42.027,2492.816,0.098
"YEM",1998,6,6.322,364.22,45.052,2595.445,0.102
"YEM",1999,3.8,7.639,427.779,47.415,2655.074,0.102
"YEM",2000,6.2,9.679,526.881,51.486,2802.584,0.103
"YEM",2001,3.8,9.853,521.697,54.648,2893.504,0.104
"YEM",2002,3.9,10.693,551.194,57.681,2973.178,0.106
"YEM",2003,3.7,11.778,591.218,61.024,3063.333,0.106
"YEM",2004,4,13.868,677.899,65.154,3184.979,0.105
"YEM",2005,5.6,16.732,796.361,70.955,3377.201,0.106
"YEM",2006,3.2,19.063,881.275,75.462,3488.562,0.104
"YEM",2007,3.3,21.651,970.82,80.094,3591.461,0.102
"YEM",2008,3.6,26.911,1170.964,84.615,3681.822,0.103
"YEM",2009,3.9,25.13,1061.415,88.428,3734.902,0.107
"YEM",2010,7.7,30.907,1267.555,96.397,3953.451,0.11
"YEM",2011,-12.7,32.726,1303.586,85.876,3420.688,0.092
"YEM",2012,2.4,35.401,1369.687,85.441,3305.73,0.088
"YEM",2013,4.8,40.415,1519.342,92.756,3486.989,0.09
"YEM",2014,-0.2,43.229,1579.558,94.193,3441.784,0.087
"YEM",2015,-28,42.444,1508.382,68.454,2432.687,0.061
"YEM",2016,-9.4,31.318,1083.887,62.625,2167.421,0.053
"YEM",2017,-5.1,26.842,905.181,60.514,2040.665,0.049
"YEM",2018,0.8,21.606,710.384,62.366,2050.514,0.047
"YEM",2019,2.1,21.888,702.286,64.727,2076.818,0.046
"YEM",2020,-8.5,20.22,633.311,60.012,1879.653,0.043
"YEM",2021,-1,19.394,594.151,62.124,1903.267,0.04
"YEM",2022,1.5,23.534,706.25,67.552,2027.226,0.039
"YEM",2023,-2,18.806,551.953,68.583,2012.953,0.037
"YEM",2024,-1,16.192,464.893,69.519,1996.036,0.036
"YEM",2025,1.5,16.219,455.459,71.844,2017.474,0.035
"YEM",2026,7,18.192,499.915,78.3,2151.689,0.036
"YEM",2027,6.5,21.05,566.274,84.922,2284.456,0.038
"YEM",2028,6,22.941,604.408,91.667,2415.042,0.039
"YEM",2029,5.5,24.52,632.911,98.482,2541.98,0.04
"NAM",1989,NA,2.268,1765.605,NA,NA,NA
"NAM",1990,NA,2.568,1908.834,5.375,3995.348,0.02
"NAM",1991,5.3,2.841,2025.611,5.854,4173.134,0.02
"NAM",1992,9.3,3.296,2264.913,6.542,4495.543,0.02
"NAM",1993,-1.6,3.156,2099.215,6.588,4381.746,0.019
"NAM",1994,3,3.537,2283.063,6.931,4474.209,0.019
"NAM",1995,4.1,3.948,2499.33,7.368,4663.9,0.019
"NAM",1996,3.2,3.954,2433.842,7.742,4765.809,0.019
"NAM",1997,4.2,4.11,2464.783,8.208,4922.032,0.019
"NAM",1998,3.3,3.832,2239.46,8.573,5011.07,0.019
"NAM",1999,3.4,3.824,2179.338,8.987,5122.305,0.019
"NAM",2000,3.5,3.941,2191.84,9.513,5290.164,0.019
"NAM",2001,2.4,3.577,1945.166,9.959,5415.303,0.019
"NAM",2002,6.7,3.396,1811.321,10.79,5754.757,0.02
"NAM",2003,3.5,4.974,2610.82,11.386,5976.72,0.02
"NAM",2004,6.6,6.673,3457.577,12.467,6459.842,0.02
"NAM",2005,4.7,7.324,3747.882,13.459,6886.933,0.02
"NAM",2006,3.9,7.711,3896.549,14.421,7287.378,0.02
"NAM",2007,3.6,8.73,4354.324,15.352,7657.531,0.02
"NAM",2008,2.6,8.496,4180.522,16.062,7903.323,0.019
"NAM",2009,0.3,8.915,4323.868,16.209,7861.957,0.02
"NAM",2010,6,11.281,5389.682,17.397,8311.909,0.02
"NAM",2011,5.1,12.423,5841.94,18.66,8774.725,0.02
"NAM",2012,5.1,13.016,6009.224,19.97,9219.314,0.02
"NAM",2013,5.6,12.168,5472.955,21.45,9648.049,0.021
"NAM",2014,6.1,12.434,5449.076,23.153,10146.954,0.021
"NAM",2015,4.3,11.45,4888.059,24.364,10401.038,0.022
"NAM",2016,0,10.719,4454.9,24.604,10225.78,0.021
"NAM",2017,-1,12.883,5210.902,24.788,10026.028,0.02
"NAM",2018,1.1,13.676,5381.47,25.396,9993.113,0.019
"NAM",2019,-0.8,12.539,4798.261,25.47,9746.354,0.018
"NAM",2020,-8.1,10.583,3937.667,25.525,9496.984,0.018
"NAM",2021,3.6,12.399,4476.585,27.288,9851.91,0.018
"NAM",2022,5.3,12.562,4405.788,30.797,10801.167,0.018
"NAM",2023,4.2,12.345,4216.111,33.233,11349.849,0.018
"NAM",2024,3.1,13.185,4409.957,35.071,11730.163,0.018
"NAM",2025,4.2,14.364,4710.76,37.2,12199.878,0.018
"NAM",2026,3.4,15.224,4900.494,39.161,12605.275,0.018
"NAM",2027,2.5,15.892,5021.649,40.88,12917.978,0.018
"NAM",2028,2.6,16.603,5154.199,42.724,13262.893,0.018
"NAM",2029,2.6,17.364,5297.095,44.636,13616.553,0.018
"ALB",1980,2.7,1.946,728.359,5.705,2135.051,0.043
"ALB",1981,5.7,2.229,817.734,6.601,2421.278,0.045
"ALB",1982,2.9,2.296,824.542,7.212,2590.134,0.046
"ALB",1983,1.1,2.319,815.529,7.576,2664.062,0.045
"ALB",1984,2,2.29,788.332,8.007,2756.803,0.044
"ALB",1985,-1.5,2.339,788.801,8.136,2744.312,0.042
"ALB",1986,5.6,2.587,855.724,8.765,2899.737,0.043
"ALB",1987,-0.8,2.566,832.245,8.91,2889.536,0.041
"ALB",1988,-1.4,2.53,805.046,9.095,2894.43,0.039
"ALB",1989,9.8,2.779,860.784,10.378,3215.119,0.041
"ALB",1990,-10,2.221,675.736,9.69,2948.374,0.035
"ALB",1991,-28,1.333,408.022,7.213,2207.901,0.025
"ALB",1992,-7.2,0.843,259.75,6.846,2108.374,0.021
"ALB",1993,9.6,1.461,452.623,7.681,2380.023,0.022
"ALB",1994,9.4,2.361,736.028,8.582,2675.722,0.024
"ALB",1995,8.9,2.882,903.989,9.542,2993.381,0.025
"ALB",1996,9.1,3.2,1009.967,10.601,3346.305,0.026
"ALB",1997,-10.9,2.225,706.623,9.606,3051.171,0.022
"ALB",1998,8.8,2.555,816.622,10.572,3379.092,0.024
"ALB",1999,12.9,3.226,1037.599,12.103,3893.239,0.026
"ALB",2000,6.9,3.488,1129.033,13.237,4285.216,0.026
"ALB",2001,8.3,3.927,1283.237,14.658,4789.831,0.028
"ALB",2002,4.5,4.356,1427.675,15.561,5100.209,0.028
"ALB",2003,5.5,5.561,1829.632,16.745,5509.01,0.029
"ALB",2004,5.5,7.177,2371.13,18.144,5994.12,0.029
"ALB",2005,5.5,8.052,2673.773,19.747,6557.21,0.029
"ALB",2006,5.9,8.896,2972.745,21.557,7203.713,0.03
"ALB",2007,6,10.677,3595.053,23.466,7901.059,0.03
"ALB",2008,7.5,12.881,4370.562,25.712,8723.954,0.031
"ALB",2009,3.4,12.044,4114.09,26.739,9133.533,0.032
"ALB",2010,3.7,11.937,4097.833,28.067,9634.94,0.032
"ALB",2011,2.5,12.899,4439.89,29.375,10111.205,0.032
"ALB",2012,1.4,12.324,4248.909,30.346,10462.732,0.031
"ALB",2013,1,12.784,4415.6,31.172,10767.136,0.03
"ALB",2014,1.8,13.246,4584.919,32.278,11172.166,0.03
"ALB",2015,2.2,11.389,3953.611,33.3,11559.657,0.03
